File,Wavelet,Coefficient_Type,Level,PSNR
rotated_20deg_Q3_2023-09-28_3_19_42_uv_Photo_Capture_4.png,haar,Detailed,1,42.3390945348778
rotated_20deg_Q3_2023-09-28_3_19_42_uv_Photo_Capture_4.png,haar,Approximate,2,30.502879611142532
rotated_20deg_Q3_2023-09-28_3_19_42_uv_Photo_Capture_4.png,haar,Detailed,2,41.319199149504485
rotated_20deg_Q3_2023-09-28_3_19_42_uv_Photo_Capture_4.png,haar,Approximate,3,30.659669346365792
rotated_20deg_Q3_2023-09-28_3_19_42_uv_Photo_Capture_4.png,haar,Detailed,3,38.452650442393114
rotated_20deg_Q3_2023-09-28_3_19_42_uv_Photo_Capture_4.png,db3,Approximate,1,36.11512556851058
rotated_20deg_Q3_2023-09-28_3_19_42_uv_Photo_Capture_4.png,db3,Detailed,1,43.05995882770805
rotated_20deg_Q3_2023-09-28_3_19_42_uv_Photo_Capture_4.png,sym2,Approximate,1,34.25817688528597
rotated_20deg_Q3_2023-09-28_3_19_42_uv_Photo_Capture_4.png,sym2,Detailed,1,46.448144393241854
rotated_20deg_Q3_2023-09-28_3_19_42_uv_Photo_Capture_4.png,sym2,Approximate,2,32.13012215277473
rotated_20deg_Q3_2023-09-28_3_19_42_uv_Photo_Capture_4.png,sym2,Detailed,2,40.94030367086545
rotated_20deg_Q3_2023-09-28_3_19_42_uv_Photo_Capture_4.png,coif1,Approximate,1,34.480773503232236
rotated_20deg_Q3_2023-09-28_3_19_42_uv_Photo_Capture_4.png,coif1,Detailed,1,44.09745320309167
rotated_20deg_Q3_2023-09-28_3_19_42_uv_Photo_Capture_4.png,bior1.3,Approximate,1,32.1310961256021
rotated_20deg_Q3_2023-09-28_3_19_42_uv_Photo_Capture_4.png,bior1.3,Detailed,1,41.92052530463968
rotated_20deg_Q3_2023-09-28_3_19_42_uv_Photo_Capture_4.png,rbio1.3,Approximate,1,34.52618813477736
rotated_20deg_Q3_2023-09-28_3_19_42_uv_Photo_Capture_4.png,rbio1.3,Detailed,1,44.05173757234684
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_1.png,haar,Approximate,1,33.45577961620908
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_1.png,haar,Detailed,1,36.40171774358896
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_1.png,haar,Approximate,2,31.408945089126632
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_1.png,haar,Detailed,2,36.154716618261105
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_1.png,haar,Approximate,3,30.375565966569518
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_1.png,haar,Detailed,3,35.63474406561001
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_1.png,db3,Approximate,1,34.543299371359325
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_1.png,db3,Detailed,1,36.599190624584686
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_1.png,sym2,Approximate,1,34.16300017723111
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_1.png,sym2,Detailed,1,36.5731067935094
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_1.png,sym2,Approximate,2,32.427598509431945
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_1.png,sym2,Detailed,2,36.534272452911665
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_1.png,coif1,Approximate,1,34.31492590327501
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_1.png,coif1,Detailed,1,36.6386124821253
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_1.png,bior1.3,Approximate,1,33.44311180513014
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_1.png,bior1.3,Detailed,1,36.22215295136685
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_1.png,rbio1.3,Approximate,1,34.40168357897804
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_1.png,rbio1.3,Detailed,1,37.00571113822072
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_2.png,haar,Approximate,1,32.76662216951098
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_2.png,haar,Detailed,1,35.63282728534319
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_2.png,haar,Approximate,2,30.902798144180572
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_2.png,haar,Detailed,2,34.84287834981252
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_2.png,haar,Approximate,3,30.475286736751176
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_2.png,haar,Detailed,3,33.92790162078078
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_2.png,haar,Approximate,4,28.69291746536352
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_2.png,haar,Detailed,4,33.00455249953126
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_2.png,db3,Approximate,1,33.98325415960234
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_2.png,db3,Detailed,1,35.864046559427756
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_2.png,sym2,Approximate,1,33.34966756647342
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_2.png,sym2,Detailed,1,35.60100486914781
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_2.png,sym2,Approximate,2,32.05310060338559
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_2.png,sym2,Detailed,2,35.68989280188555
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_2.png,coif1,Approximate,1,33.189348647845875
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_2.png,coif1,Detailed,1,35.33431307057842
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_2.png,bior1.3,Approximate,1,33.10109084799674
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_2.png,bior1.3,Detailed,1,34.845541916175705
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_2.png,rbio1.3,Approximate,1,33.53333202217671
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_2.png,rbio1.3,Detailed,1,35.4483592148433
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_3.png,haar,Approximate,1,33.15902257477218
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_3.png,haar,Detailed,1,41.38176183036708
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_3.png,haar,Approximate,2,31.33645366143003
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_3.png,haar,Detailed,2,38.49883008775659
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_3.png,haar,Approximate,3,32.71979119409262
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_3.png,haar,Detailed,3,37.12521360775855
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_3.png,haar,Approximate,4,26.0278065619401
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_3.png,haar,Detailed,4,36.57009416219157
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_3.png,db3,Approximate,1,35.68204333014193
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_3.png,db3,Detailed,1,48.11387202848465
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_3.png,sym2,Approximate,1,35.08838988377841
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_3.png,sym2,Detailed,1,43.4107855028428
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_3.png,sym2,Approximate,2,32.04412282207685
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_3.png,sym2,Detailed,2,39.30173564447874
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_3.png,coif1,Approximate,1,33.73439328734385
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_3.png,coif1,Detailed,1,43.805870915679535
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_3.png,bior1.3,Approximate,1,33.39992742079208
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_3.png,bior1.3,Detailed,1,41.087153246451855
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_3.png,rbio1.3,Approximate,1,34.74919681688199
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_3.png,rbio1.3,Detailed,1,42.30094250487265
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_4.png,haar,Approximate,1,33.15229621289504
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_4.png,haar,Detailed,1,36.262652364204556
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_4.png,haar,Approximate,2,31.426025748206353
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_4.png,haar,Detailed,2,35.80190085612604
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_4.png,haar,Approximate,3,30.187085134019163
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_4.png,haar,Detailed,3,35.84444780253105
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_4.png,db3,Approximate,1,34.9345387671227
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_4.png,db3,Detailed,1,36.2462062456962
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_4.png,sym2,Approximate,1,33.7678516553316
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_4.png,sym2,Detailed,1,36.27916099865443
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_4.png,sym2,Approximate,2,32.615795355227604
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_4.png,sym2,Detailed,2,36.145378181530816
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_4.png,coif1,Approximate,1,34.43787178703374
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_4.png,coif1,Detailed,1,36.76095704629542
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_4.png,bior1.3,Approximate,1,33.72827412001832
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_4.png,bior1.3,Detailed,1,35.73989526703908
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_4.png,rbio1.3,Approximate,1,33.78178944389704
rotated_20deg_Q4_2023-09-28_3_19_42_uv_Photo_Capture_4.png,rbio1.3,Detailed,1,36.08960378211985
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_1.png,haar,Approximate,1,33.38341255319388
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_1.png,haar,Detailed,1,33.571818137709855
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_1.png,haar,Approximate,2,31.24478023845954
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_1.png,haar,Detailed,2,33.73545245928459
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_1.png,haar,Approximate,3,29.908787413614895
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_1.png,haar,Detailed,3,33.69676945139367
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_1.png,db3,Approximate,1,33.638591689619176
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_1.png,db3,Detailed,1,33.52221051848303
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_1.png,sym2,Approximate,1,33.24674288659195
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_1.png,sym2,Detailed,1,33.618845612049576
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_1.png,sym2,Approximate,2,32.52407486855891
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_1.png,sym2,Detailed,2,33.66161018447282
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_1.png,coif1,Approximate,1,33.00478054147618
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_1.png,coif1,Detailed,1,33.28817033731151
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_1.png,bior1.3,Approximate,1,33.255431675390184
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_1.png,bior1.3,Detailed,1,33.7370717526736
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_1.png,rbio1.3,Approximate,1,33.50912819053907
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_1.png,rbio1.3,Detailed,1,33.06263223180541
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_2.png,haar,Approximate,1,32.9075548119114
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_2.png,haar,Detailed,1,34.18674465132865
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_2.png,haar,Approximate,2,32.21397540951393
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_2.png,haar,Detailed,2,33.90424014917096
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_2.png,haar,Approximate,3,29.726913263786603
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_2.png,haar,Detailed,3,34.00076605759997
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_2.png,haar,Approximate,4,29.669090632472738
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_2.png,haar,Detailed,4,32.9841109809958
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_2.png,db3,Approximate,1,33.74057434869542
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_2.png,db3,Detailed,1,34.180453428392795
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_2.png,sym2,Approximate,1,33.219476407732714
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_2.png,sym2,Detailed,1,33.84934975453251
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_2.png,sym2,Approximate,2,32.133684899325004
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_2.png,sym2,Detailed,2,33.745225012876084
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_2.png,coif1,Approximate,1,33.68413169105168
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_2.png,coif1,Detailed,1,34.132144311598346
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_2.png,bior1.3,Approximate,1,33.83665880727478
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_2.png,bior1.3,Detailed,1,34.102853262745455
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_2.png,rbio1.3,Approximate,1,33.49265413973348
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_2.png,rbio1.3,Detailed,1,33.77375446334225
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_3.png,haar,Approximate,1,32.41323018086605
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_3.png,haar,Detailed,1,34.130463187141636
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_3.png,haar,Approximate,2,30.955138680402328
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_3.png,haar,Detailed,2,33.815825758833256
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_3.png,haar,Approximate,3,31.17562202838618
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_3.png,haar,Detailed,3,34.07392574195133
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_3.png,db3,Approximate,1,32.97261690183289
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_3.png,db3,Detailed,1,33.98385496062712
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_3.png,sym2,Approximate,1,32.777334871679955
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_3.png,sym2,Detailed,1,33.45904051552121
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_3.png,sym2,Approximate,2,31.19243533516883
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_3.png,sym2,Detailed,2,33.283061419197224
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_3.png,coif1,Approximate,1,32.496981698111476
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_3.png,coif1,Detailed,1,33.7744831191625
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_3.png,bior1.3,Approximate,1,32.73742843610668
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_3.png,bior1.3,Detailed,1,34.002000024029364
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_3.png,rbio1.3,Approximate,1,32.89442264482835
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_3.png,rbio1.3,Detailed,1,34.055478309330496
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_4.png,haar,Approximate,1,34.19583500609612
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_4.png,haar,Detailed,1,44.775866405998094
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_4.png,haar,Approximate,2,32.33143726903454
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_4.png,haar,Detailed,2,36.17032544080631
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_4.png,haar,Approximate,3,31.16092463742392
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_4.png,haar,Detailed,3,36.06543596895048
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_4.png,db3,Approximate,1,35.649756693327895
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_4.png,db3,Detailed,1,46.56823346797201
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_4.png,sym2,Approximate,1,35.46118284644639
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_4.png,sym2,Detailed,1,46.5412585687097
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_4.png,sym2,Approximate,2,32.19290099147655
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_4.png,sym2,Detailed,2,41.637628909760906
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_4.png,coif1,Approximate,1,36.02704504652144
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_4.png,coif1,Detailed,1,47.02430536445525
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_4.png,bior1.3,Approximate,1,33.90054030864619
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_4.png,bior1.3,Detailed,1,44.37416746907025
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_4.png,rbio1.3,Approximate,1,35.44026303326465
rotated_30deg_Q1_2023-09-28_3_19_42_uv_Photo_Capture_4.png,rbio1.3,Detailed,1,47.05446482468081
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_1.png,haar,Approximate,1,32.31558714980291
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_1.png,haar,Detailed,1,33.01770073843186
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_1.png,haar,Approximate,2,30.462427758420446
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_1.png,haar,Detailed,2,32.408728176376414
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_1.png,haar,Approximate,3,28.521341651340787
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_1.png,haar,Detailed,3,32.9287765224418
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_1.png,db3,Approximate,1,32.634349535136344
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_1.png,db3,Detailed,1,32.71917307161042
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_1.png,sym2,Approximate,1,32.360812377504566
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_1.png,sym2,Detailed,1,32.76461804173244
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_1.png,sym2,Approximate,2,30.88726457939824
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_1.png,sym2,Detailed,2,31.882091913822073
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_1.png,coif1,Approximate,1,31.403669188717878
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_1.png,coif1,Detailed,1,32.683628378701904
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_1.png,bior1.3,Approximate,1,32.50277860739532
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_1.png,bior1.3,Detailed,1,32.75321213959809
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_1.png,rbio1.3,Approximate,1,32.26653816694716
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_1.png,rbio1.3,Detailed,1,32.66478949404312
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_2.png,haar,Approximate,1,33.6536511952321
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_2.png,haar,Detailed,1,36.395513185768294
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_2.png,haar,Approximate,2,32.40337801747239
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_2.png,haar,Detailed,2,36.961992669292336
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_2.png,haar,Approximate,3,31.3596864347133
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_2.png,haar,Detailed,3,34.253068050933216
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_2.png,haar,Approximate,4,26.55260286985046
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_2.png,haar,Detailed,4,34.05983963039914
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_2.png,db3,Approximate,1,35.51156968021242
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_2.png,db3,Detailed,1,36.90275753772296
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_2.png,sym2,Approximate,1,34.582565997126515
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_2.png,sym2,Detailed,1,36.88887377263492
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_2.png,sym2,Approximate,2,32.8613325345316
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_2.png,sym2,Detailed,2,36.6878093623608
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_2.png,coif1,Approximate,1,35.283179779183826
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_2.png,coif1,Detailed,1,37.09187246718224
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_2.png,bior1.3,Approximate,1,33.920897304065264
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_2.png,bior1.3,Detailed,1,36.36610796490483
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_2.png,rbio1.3,Approximate,1,35.30459728704957
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_2.png,rbio1.3,Detailed,1,36.83799172824902
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_3.png,haar,Approximate,1,36.507773862978624
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_3.png,haar,Detailed,1,45.337913649651256
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_3.png,haar,Approximate,2,33.72515625127956
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_3.png,haar,Detailed,2,42.131461421733334
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_3.png,haar,Approximate,3,32.922080695251
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_3.png,haar,Detailed,3,42.05960570770546
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_3.png,haar,Approximate,4,31.29301855426963
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_3.png,haar,Detailed,4,41.98067866546048
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_3.png,db3,Approximate,1,36.33384977543404
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_3.png,db3,Detailed,1,42.9088073141306
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_3.png,sym2,Approximate,1,36.19912265645076
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_3.png,sym2,Detailed,1,42.27443411238549
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_3.png,sym2,Approximate,2,35.28033169174104
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_3.png,sym2,Detailed,2,40.60551764318632
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_3.png,coif1,Approximate,1,37.13599349494147
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_3.png,coif1,Detailed,1,44.2822872600318
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_3.png,bior1.3,Approximate,1,35.95596416654004
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_3.png,bior1.3,Detailed,1,42.675606344465315
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_3.png,rbio1.3,Approximate,1,36.97573859368195
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_3.png,rbio1.3,Detailed,1,43.53263964356718
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_4.png,haar,Approximate,1,33.62382303033073
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_4.png,haar,Detailed,1,36.23215897257912
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_4.png,haar,Approximate,2,31.400210358981376
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_4.png,haar,Detailed,2,35.877710791420476
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_4.png,haar,Approximate,3,30.640207424582012
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_4.png,haar,Detailed,3,35.655162273502135
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_4.png,db3,Approximate,1,34.36959835258459
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_4.png,db3,Detailed,1,36.306419303675995
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_4.png,sym2,Approximate,1,34.48216810997459
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_4.png,sym2,Detailed,1,36.499687019326046
rotated_30deg_Q2_2023-09-28_3_19_42_uv_Photo_Capture_4.png,sym2,Approximate,2,31.89013230379354
